Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,calories (product.metafields.custom.calories),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
evolve-2-0-shorts-black,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07015.jpg?v=1728931406,4,"",,,,,,,,,,,,kg,,,
evolve-2-0-shorts-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07034.jpg?v=1728931407,5,"",,,,,,,,,,,,,,,
evolve-3-0-tank-black,Evolve 3.0 Tank – Black,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><meta charset=""utf-8""><span>The perfect addition to your workout wardrobe. Designed with a focus on both style and functionality, these tank tops feature an open back for maximum comfort during intense workouts. The longline design ensures that the tank stays in place every time you lift your arms up for a good stretch before your workouts. The moisture-wicking properties of the tank keep you comfortable and dry, even during your toughest sessions. Made with our quickest drying fabric, these tank tops provide ultimate comfort, helping you to enhance your performance and reach your fitness goals. Look and feel your best while working out with the new women’s Evolve Tank Tops.</span><br></p>
</div>
</div>
</div>
</div>",BodyBar,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,119.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07057.jpg?v=1728931341,1,"",false,,,,,coffee,,xs; s; m; l,,,,kg,,,active
evolve-3-0-tank-black,,,,,,,,,s,,,,,,,,,0.0,shopify,10,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07104.jpg?v=1728931340,2,"",,,,,,,,,,,,kg,,,
evolve-3-0-tank-black,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07111.jpg?v=1728931341,3,"",,,,,,,,,,,,kg,,,
evolve-3-0-tank-black,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07139.jpg?v=1728931341,4,"",,,,,,,,,,,,kg,,,
evolve-3-0-tank-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07155.jpg?v=1728931341,5,"",,,,,,,,,,,,,,,
evolve-3-0-tank-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/RAH07161.jpg?v=1728931341,6,"",,,,,,,,,,,,,,,
capsule-shorts-grey,Capsule Shorts – Grey,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Introducing the PALMFIT Capsule Men’s Grey Shorts – a versatile blend of style and performance, designed to accompany you on every step of your active journey. As a key component of our exclusive Capsule collection, these shorts epitomize modern activewear, offering a sleek and adaptable aesthetic for your dynamic lifestyle.</span><br></p>
</div>
</div>
</div>
</div>",BodyBar,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.37.03PM.png?v=1728931031,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-shorts-grey,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.37.13PM.png?v=1728931041,2,"",,,,,,,,,,,,kg,,,
capsule-shorts-grey,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.37.22PM.png?v=1728931050,3,"",,,,,,,,,,,,kg,,,
capsule-shorts-grey,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.37.31PM.png?v=1728931058,4,"",,,,,,,,,,,,kg,,,
capsule-shorts-black,Capsule Shorts – Black,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><span>Introducing the PALMFIT Capsule Men’s Black Shorts – a fusion of style and functionality designed to accompany you through every stride of your active lifestyle. Part of our exclusive Capsule collection, these shorts embody the essence of modern activewear, delivering a sleek and versatile look for your dynamic pursuits.</span></p>
</div>
</div>
</div>
</div>",BodyBar,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.35.27PM.png?v=1728930935,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-shorts-black,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.35.35PM.png?v=1728930943,2,"",,,,,,,,,,,,kg,,,
capsule-shorts-black,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.35.44PM.png?v=1728930952,3,"",,,,,,,,,,,,kg,,,
capsule-shorts-black,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.35.53PM.png?v=1728930961,4,"",,,,,,,,,,,,kg,,,
capsule-tshirt-white,Capsule Tshirt – White,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p>Introducing the PALMFIT Capsule Men’s White T-shirt – a timeless essential that embodies the perfect fusion of simplicity and sophistication. This iconic piece from our exclusive Capsule collection is meticulously crafted to redefine your activewear experience, offering a versatile blend of style and performance.</p>
</div>
<div class=""product_meta rey-pdp-meta""><br></div>
</div>
</div>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.33.09PM.png?v=1728930798,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-tshirt-white,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.33.18PM.png?v=1728930807,2,"",,,,,,,,,,,,kg,,,
capsule-tshirt-white,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.33.26PM.png?v=1728930814,3,"",,,,,,,,,,,,kg,,,
capsule-tshirt-white,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.33.37PM.png?v=1728930824,4,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-white,Capsule Oversize Tshirt – White,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p>Introducing the PALMFIT Capsule Men’s White Oversize T-shirt – a bold and modern interpretation of classic activewear. This distinctive piece from our exclusive Capsule collection redefines comfort and style, offering an oversized silhouette that effortlessly blends contemporary fashion with unparalleled functionality.</p>
</div>
<div class=""product_meta rey-pdp-meta""><br></div>
</div>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.31.23PM.png?v=1728930692,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-oversize-tshirt-white,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.31.32PM.png?v=1728930700,2,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-white,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.31.40PM.png?v=1728930707,3,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-white,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.31.48PM.png?v=1728930716,4,"",,,,,,,,,,,,kg,,,
capsule-tshirt-black,Capsule Oversize Tshirt – Black,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><span>Introducing the PALMFIT Capsule Men’s Black Oversize T-shirt – a bold and dynamic expression of contemporary activewear. This distinctive piece from our exclusive Capsule collection redefines both comfort and style, offering an oversized silhouette that seamlessly combines urban aesthetics with optimal functionality.</span></p>
</div>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.28.33PM.png?v=1728930522,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-tshirt-black,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.28.42PM.png?v=1728930529,2,"",,,,,,,,,,,,kg,,,
capsule-tshirt-black,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.28.50PM.png?v=1728930538,3,"",,,,,,,,,,,,kg,,,
capsule-tshirt-black,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.28.58PM.png?v=1728930546,4,"",,,,,,,,,,,,kg,,,
capsule-tshirt-navy-blue,Capsule Tshirt – Navy Blue,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p>Introducing the PALMFIT Capsule Men’s Navy Blue T-shirt – a masterclass in refined style and superior performance. This T-shirt, a standout piece from our exclusive Capsule collection, is meticulously designed to elevate your activewear experience, seamlessly blending sophistication with cutting-edge functionality.</p>
</div>
<div class=""product_meta rey-pdp-meta""><br></div>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.24.56PM.png?v=1728930304,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-tshirt-navy-blue,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.25.04PM.png?v=1728930312,2,"",,,,,,,,,,,,kg,,,
capsule-tshirt-navy-blue,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.25.12PM.png?v=1728930320,3,"",,,,,,,,,,,,kg,,,
capsule-tshirt-navy-blue,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.25.21PM.png?v=1728930329,4,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-black-copy,Capsule Tshirt – Hunter Green,"<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Introducing the PALMFIT Capsule Men’s Hunter Green T-shirt – a true emblem of style, comfort, and performance. This T-shirt, part of our exclusive Capsule collection, is designed to make a bold statement in the world of activewear, reflecting the vibrant energy of Dubai.</span><br></p>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.23.14PM.png?v=1728930204,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-oversize-tshirt-black-copy,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.23.23PM.png?v=1728930210,2,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-black-copy,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.23.30PM.png?v=1728930218,3,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-black-copy,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.23.40PM.png?v=1728930228,4,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-black,Capsule Tshirt – Grey,"<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Introducing the PALMFIT Capsule Men’s Grey Oversize T-shirt – a bold and dynamic expression of contemporary activewear. This distinctive piece from our exclusive Capsule collection redefines both comfort and style, offering an oversized silhouette that seamlessly combines urban aesthetics with optimal functionality.</span><br></p>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.21.14PM.png?v=1728930083,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
capsule-oversize-tshirt-black,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.21.23PM.png?v=1728930092,2,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-black,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.21.33PM.png?v=1728930101,3,"",,,,,,,,,,,,kg,,,
capsule-oversize-tshirt-black,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/Screenshot2024-10-14at10.21.43PM.png?v=1728930111,4,"",,,,,,,,,,,,kg,,,
core-sports-bra-grey,Core Sports Bra – Grey,"<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Introducing PALMFIT Core Sports Bra in Grey – a perfect fusion of style, support, and performance. Meticulously designed, this sports bra from our Core collection exemplifies the essence of modern activewear, providing a comfortable and chic foundation for every aspect of your active lifestyle.</span><br></p>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1453.jpg?v=1728929547,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
core-sports-bra-grey,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1450.jpg?v=1728929546,2,"",,,,,,,,,,,,kg,,,
core-sports-bra-grey,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1446.jpg?v=1728929547,3,"",,,,,,,,,,,,kg,,,
core-sports-bra-grey,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1445.jpg?v=1728929547,4,"",,,,,,,,,,,,kg,,,
core-sports-bra-coffee,Core Sports Bra – Coffee,"<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><span>Introducing PALMFIT Core Sports Bra in Coffee – a perfect blend of style, support, and performance. Meticulously designed, this sports bra from our Core collection epitomizes the essence of modern activewear, providing a comfortable and chic foundation for every aspect of your active lifestyle.</span></p>
</div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1438.jpg?v=1728929296,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
core-sports-bra-coffee,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1441.jpg?v=1728929296,2,"",,,,,,,,,,,,kg,,,
core-sports-bra-coffee,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1431.jpg?v=1728929296,3,"",,,,,,,,,,,,kg,,,
core-sports-bra-coffee,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1433.jpg?v=1728929296,4,"",,,,,,,,,,,,kg,,,
core-sports-bra-green,Core Sports Bra – Green,"<div class=""woocommerce-product-details__short-description"">
<p>Dive into the refreshing allure of the Core Sports Bra in Lake Green by PALMFIT. This sporty and chic bra is designed to provide unparalleled comfort and support while adding a splash of color to your fitness routine. The lake green hue brings a sense of calm and vibrancy to your activewear collection.</p>
</div>
<div class=""product_meta rey-pdp-meta""><br></div>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1429.jpg?v=1728929487,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
core-sports-bra-green,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1423.jpg?v=1728929486,2,"",,,,,,,,,,,,kg,,,
core-sports-bra-green,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1420.jpg?v=1728929486,3,"",,,,,,,,,,,,kg,,,
core-sports-bra-green,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1415.jpg?v=1728929486,4,"",,,,,,,,,,,,kg,,,
core-leggings-pink,Core Sports Bra – Pink,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Introducing the Core Sports Bra in Pink by PALMFIT – a seamless blend of style and functionality for your active lifestyle. Elevate your workout wardrobe with this stunning sports bra that not only provides exceptional support but also exudes elegance with its vibrant pink hue.</span><br></p>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1398.jpg?v=1728929579,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
core-leggings-pink,,,,,,,,,m,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1401.jpg?v=1728929579,2,"",,,,,,,,,,,,kg,,,
core-leggings-pink,,,,,,,,,l,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1407.jpg?v=1728929579,3,"",,,,,,,,,,,,kg,,,
core-leggings-pink,,,,,,,,,xl,,,,,,,,,0.0,shopify,10,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1414.jpg?v=1728929579,4,"",,,,,,,,,,,,kg,,,
core-leggings-grey,Core Leggings – Grey,"<p><meta charset=""utf-8""><span>Introducing PALMFIT Core Leggings in Grey – a perfect fusion of style, comfort, and performance. Meticulously designed, these leggings from our Core collection exemplify the essence of modern activewear, providing a sleek and supportive foundation for every facet of your active lifestyle.</span></p>",PalmFit,Apparel & Accessories > Clothing > Activewear > Sports Bras,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,0.0,shopify,10,deny,manual,169.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/0W8A1445.jpg?v=1728929547,1,"",false,,,,,coffee,,s; m; l; xl,,,,kg,,,active
